plan_id,plan_name,quarter,measure,domain,weight,eligible_denominator,numerator,rate,measure_star
H1234-001,Horizon Value MA Plan (H1234-001),2023Q2,Customer Service,Member Experience,1,3044,2695,88.52,4
H1234-001,Horizon Value MA Plan (H1234-001),2023Q3,Customer Service,Member Experience,1,3089,2777,89.89,4
H1234-001,Horizon Value MA Plan (H1234-001),2023Q4,Customer Service,Member Experience,1,3171,2843,89.65,4
H1234-001,Horizon Value MA Plan (H1234-001),2021Q1,Rating of Health Care Quality,Member Experience,1,4742,3853,81.25,4
H1234-001,Horizon Value MA Plan (H1234-001),2021Q2,Rating of Health Care Quality,Member Experience,1,4540,3655,80.51,4
H1234-001,Horizon Value MA Plan (H1234-001),2021Q3,Rating of Health Care Quality,Member Experience,1,4753,3923,82.54,4
H1234-001,Horizon Value MA Plan (H1234-001),2021Q4,Rating of Health Care Quality,Member Experience,1,4668,3833,82.11,4
H1234-001,Horizon Value MA Plan (H1234-001),2022Q1,Rating of Health Care Quality,Member Experience,1,4429,3633,82.02,4
H1234-001,Horizon Value MA Plan (H1234-001),2022Q2,Rating of Health Care Quality,Member Experience,1,4817,4002,83.08,4
H1234-001,Horizon Value MA Plan (H1234-001),2022Q3,Rating of Health Care Quality,Member Experience,1,4601,3823,83.09,4
H1234-001,Horizon Value MA Plan (H1234-001),2022Q4,Rating of Health Care Quality,Member Experience,1,4611,3897,84.52,4
H1234-001,Horizon Value MA Plan (H1234-001),2023Q1,Rating of Health Care Quality,Member Experience,1,4536,3897,85.9,4
H1234-001,Horizon Value MA Plan (H1234-001),2023Q2,Rating of Health Care Quality,Member Experience,1,4595,4039,87.9,4
H1234-001,Horizon Value MA Plan (H1234-001),2023Q3,Rating of Health Care Quality,Member Experience,1,4747,4257,89.68,4
H1234-001,Horizon Value MA Plan (H1234-001),2023Q4,Rating of Health Care Quality,Member Experience,1,4660,4087,87.7,4
H1234-001,Horizon Value MA Plan (H1234-001),2021Q1,Rating of Health Plan,Member Experience,1,2373,1835,77.33,4
H1234-001,Horizon Value MA Plan (H1234-001),2021Q2,Rating of Health Plan,Member Experience,1,2380,1856,78.0,4
H1234-001,Horizon Value MA Plan (H1234-001),2021Q3,Rating of Health Plan,Member Experience,1,2445,1949,79.73,4
H1234-001,Horizon Value MA Plan (H1234-001),2021Q4,Rating of Health Plan,Member Experience,1,2308,1821,78.9,4
H1234-001,Horizon Value MA Plan (H1234-001),2022Q1,Rating of Health Plan,Member Experience,1,2392,1881,78.65,4
H1234-001,Horizon Value MA Plan (H1234-001),2022Q2,Rating of Health Plan,Member Experience,1,2367,1943,82.11,4
H1234-001,Horizon Value MA Plan (H1234-001),2022Q3,Rating of Health Plan,Member Experience,1,2391,1952,81.65,4
H1234-001,Horizon Value MA Plan (H1234-001),2022Q4,Rating of Health Plan,Member Experience,1,2309,1941,84.06,4
H1234-001,Horizon Value MA Plan (H1234-001),2023Q1,Rating of Health Plan,Member Experience,1,2256,1902,84.32,4
H1234-001,Horizon Value MA Plan (H1234-001),2023Q2,Rating of Health Plan,Member Experience,1,2221,1884,84.81,4
H1234-001,Horizon Value MA Plan (H1234-001),2023Q3,Rating of Health Plan,Member Experience,1,2289,1976,86.31,4
H1234-001,Horizon Value MA Plan (H1234-001),2023Q4,Rating of Health Plan,Member Experience,1,2336,2078,88.95,5
H1234-001,Horizon Value MA Plan (H1234-001),2021Q1,Care Coordination,Member Experience,1,2324,1806,77.72,3
H1234-001,Horizon Value MA Plan (H1234-001),2021Q2,Care Coordination,Member Experience,1,2505,2014,80.39,4
H1234-001,Horizon Value MA Plan (H1234-001),2021Q3,Care Coordination,Member Experience,1,2339,1878,80.31,4
H1234-001,Horizon Value MA Plan (H1234-001),2021Q4,Care Coordination,Member Experience,1,2423,1917,79.12,4
H1234-001,Horizon Value MA Plan (H1234-001),2022Q1,Care Coordination,Member Experience,1,2330,1891,81.14,4
H1234-001,Horizon Value MA Plan (H1234-001),2022Q2,Care Coordination,Member Experience,1,2364,1921,81.25,4
H1234-001,Horizon Value MA Plan (H1234-001),2022Q3,Care Coordination,Member Experience,1,2320,1907,82.22,4
H1234-001,Horizon Value MA Plan (H1234-001),2022Q4,Care Coordination,Member Experience,1,2312,1931,83.53,4
H1234-001,Horizon Value MA Plan (H1234-001),2023Q1,Care Coordination,Member Experience,1,2269,1925,84.82,4
H1234-001,Horizon Value MA Plan (H1234-001),2023Q2,Care Coordination,Member Experience,1,2354,1997,84.83,4
H1234-001,Horizon Value MA Plan (H1234-001),2023Q3,Care Coordination,Member Experience,1,2264,1971,87.07,4
H1234-001,Horizon Value MA Plan (H1234-001),2023Q4,Care Coordination,Member Experience,1,2370,2036,85.93,4
H1234-001,Horizon Value MA Plan (H1234-001),2021Q1,Complaints about the Health Plan,Complaints & Access Problems,1,2724,27,1.01,2
H1234-001,Horizon Value MA Plan (H1234-001),2021Q2,Complaints about the Health Plan,Complaints & Access Problems,1,2599,18,0.68,3
H1234-001,Horizon Value MA Plan (H1234-001),2021Q3,Complaints about the Health Plan,Complaints & Access Problems,1,2806,11,0.38,4
H1234-001,Horizon Value MA Plan (H1234-001),2021Q4,Complaints about the Health Plan,Complaints & Access Problems,1,3060,20,0.67,3
H1234-001,Horizon Value MA Plan (H1234-001),2022Q1,Complaints about the Health Plan,Complaints & Access Problems,1,2890,9,0.32,4
H1234-001,Horizon Value MA Plan (H1234-001),2022Q2,Complaints about the Health Plan,Complaints & Access Problems,1,2805,23,0.81,3
H1234-001,Horizon Value MA Plan (H1234-001),2022Q3,Complaints about the Health Plan,Complaints & Access Problems,1,2892,3,0.1,5
H1234-001,Horizon Value MA Plan (H1234-001),2022Q4,Complaints about the Health Plan,Complaints & Access Problems,1,2719,6,0.21,4
H1234-001,Horizon Value MA Plan (H1234-001),2023Q1,Complaints about the Health Plan,Complaints & Access Problems,1,2827,3,0.1,5
H1234-001,Horizon Value MA Plan (H1234-001),2023Q2,Complaints about the Health Plan,Complaints & Access Problems,1,2861,3,0.1,5
H1234-001,Horizon Value MA Plan (H1234-001),2023Q3,Complaints about the Health Plan,Complaints & Access Problems,1,2845,24,0.83,3
H1234-001,Horizon Value MA Plan (H1234-001),2023Q4,Complaints about the Health Plan,Complaints & Access Problems,1,2920,17,0.6,3
H1234-001,Horizon Value MA Plan (H1234-001),2021Q1,Members Choosing to Leave the Plan,Complaints & Access Problems,1,4460,637,14.27,3
H1234-001,Horizon Value MA Plan (H1234-001),2021Q2,Members Choosing to Leave the Plan,Complaints & Access Problems,1,4477,632,14.12,3
H1234-001,Horizon Value MA Plan (H1234-001),2021Q3,Members Choosing to Leave the Plan,Complaints & Access Problems,1,4651,583,12.54,4
H1234-001,Horizon Value MA Plan (H1234-001),2021Q4,Members Choosing to Leave the Plan,Complaints & Access Problems,1,4394,582,13.25,4
H1234-001,Horizon Value MA Plan (H1234-001),2022Q1,Members Choosing to Leave the Plan,Complaints & Access Problems,1,4317,572,13.26,4
H1234-001,Horizon Value MA Plan (H1234-001),2022Q2,Members Choosing to Leave the Plan,Complaints & Access Problems,1,4383,465,10.61,4
H1234-001,Horizon Value MA Plan (H1234-001),2022Q3,Members Choosing to Leave the Plan,Complaints & Access Problems,1,4503,453,10.06,4
H1234-001,Horizon Value MA Plan (H1234-001),2022Q4,Members Choosing to Leave the Plan,Complaints & Access Problems,1,4234,474,11.19,4
H1234-001,Horizon Value MA Plan (H1234-001),2023Q1,Members Choosing to Leave the Plan,Complaints & Access Problems,1,4527,423,9.34,4
H1234-001,Horizon Value MA Plan (H1234-001),2023Q2,Members Choosing to Leave the Plan,Complaints & Access Problems,1,4371,435,9.95,4
H1234-001,Horizon Value MA Plan (H1234-001),2023Q3,Members Choosing to Leave the Plan,Complaints & Access Problems,1,4595,360,7.83,4
H1234-001,Horizon Value MA Plan (H1234-001),2023Q4,Members Choosing to Leave the Plan,Complaints & Access Problems,1,4123,357,8.65,4
H1234-001,Horizon Value MA Plan (H1234-001),2021Q1,Plan Makes Timely Decisions about Appeals,Health Plan Customer Service,1,3284,2767,84.26,3
H1234-001,Horizon Value MA Plan (H1234-001),2021Q2,Plan Makes Timely Decisions about Appeals,Health Plan Customer Service,1,3454,2901,83.99,3
H1234-001,Horizon Value MA Plan (H1234-001),2021Q3,Plan Makes Timely Decisions about Appeals,Health Plan Customer Service,1,3247,2776,85.49,4
H1234-001,Horizon Value MA Plan (H1234-001),2021Q4,Plan Makes Timely Decisions about Appeals,Health Plan Customer Service,1,3226,2815,87.25,4
H1234-001,Horizon Value MA Plan (H1234-001),2022Q1,Plan Makes Timely Decisions about Appeals,Health Plan Customer Service,1,3182,2789,87.64,4
H1234-001,Horizon Value MA Plan (H1234-001),2022Q2,Plan Makes Timely Decisions about Appeals,Health Plan Customer Service,1,3155,2789,88.4,4
H1234-001,Horizon Value MA Plan (H1234-001),2022Q3,Plan Makes Timely Decisions about Appeals,Health Plan Customer Service,1,3134,2800,89.33,4
H1234-001,Horizon Value MA Plan (H1234-001),2022Q4,Plan Makes Timely Decisions about Appeals,Health Plan Customer Service,1,3169,2869,90.54,4
H1234-001,Horizon Value MA Plan (H1234-001),2023Q1,Plan Makes Timely Decisions about Appeals,Health Plan Customer Service,1,3249,2934,90.29,4
H1234-001,Horizon Value MA Plan (H1234-001),2023Q2,Plan Makes Timely Decisions about Appeals,Health Plan Customer Service,1,3288,3052,92.81,4
H1234-001,Horizon Value MA Plan (H1234-001),2023Q3,Plan Makes Timely Decisions about Appeals,Health Plan Customer Service,1,3260,3054,93.69,4
H1234-001,Horizon Value MA Plan (H1234-001),2023Q4,Plan Makes Timely Decisions about Appeals,Health Plan Customer Service,1,3181,3002,94.36,4
H1234-001,Horizon Value MA Plan (H1234-001),2021Q1,Reviewing Appeals Decisions,Health Plan Customer Service,1,4080,3303,80.95,4
H1234-001,Horizon Value MA Plan (H1234-001),2021Q2,Reviewing Appeals Decisions,Health Plan Customer Service,1,4069,3315,81.48,4
H1234-001,Horizon Value MA Plan (H1234-001),2021Q3,Reviewing Appeals Decisions,Health Plan Customer Service,1,3893,3168,81.38,4
H1234-001,Horizon Value MA Plan (H1234-001),2021Q4,Reviewing Appeals Decisions,Health Plan Customer Service,1,3965,3242,81.78,4
H1234-001,Horizon Value MA Plan (H1234-001),2022Q1,Reviewing Appeals Decisions,Health Plan Customer Service,1,3639,3057,84.02,4
H1234-001,Horizon Value MA Plan (H1234-001),2022Q2,Reviewing Appeals Decisions,Health Plan Customer Service,1,3786,3205,84.64,4
H1234-001,Horizon Value MA Plan (H1234-001),2022Q3,Reviewing Appeals Decisions,Health Plan Customer Service,1,3888,3264,83.94,4
H1234-001,Horizon Value MA Plan (H1234-001),2022Q4,Reviewing Appeals Decisions,Health Plan Customer Service,1,3796,3282,86.47,4
H1234-001,Horizon Value MA Plan (H1234-001),2023Q1,Reviewing Appeals Decisions,Health Plan Customer Service,1,4007,3522,87.9,4
H1234-001,Horizon Value MA Plan (H1234-001),2023Q2,Reviewing Appeals Decisions,Health Plan Customer Service,1,4158,3650,87.78,4
H1234-001,Horizon Value MA Plan (H1234-001),2023Q3,Reviewing Appeals Decisions,Health Plan Customer Service,1,3784,3408,90.06,4
H1234-001,Horizon Value MA Plan (H1234-001),2023Q4,Reviewing Appeals Decisions,Health Plan Customer Service,1,3824,3421,89.46,4
H1234-001,Horizon Value MA Plan (H1234-001),2021Q1,Call Center - TTY/Interpreter Availability,Health Plan Customer Service,1,2814,2426,86.22,4
H1234-001,Horizon Value MA Plan (H1234-001),2021Q2,Call Center - TTY/Interpreter Availability,Health Plan Customer Service,1,2973,2619,88.09,4
H1234-001,Horizon Value MA Plan (H1234-001),2021Q3,Call Center - TTY/Interpreter Availability,Health Plan Customer Service,1,2810,2420,86.12,4
H1234-001,Horizon Value MA Plan (H1234-001),2021Q4,Call Center - TTY/Interpreter Availability,Health Plan Customer Service,1,2809,2479,88.25,4
H1234-001,Horizon Value MA Plan (H1234-001),2022Q1,Call Center - TTY/Interpreter Availability,Health Plan Customer Service,1,2910,2634,90.52,4
H1234-001,Horizon Value MA Plan (H1234-001),2022Q2,Call Center - TTY/Interpreter Availability,Health Plan Customer Service,1,2929,2580,88.08,4
H1234-001,Horizon Value MA Plan (H1234-001),2022Q3,Call Center - TTY/Interpreter Availability,Health Plan Customer Service,1,2902,2591,89.28,4
H1234-001,Horizon Value MA Plan (H1234-001),2022Q4,Call Center - TTY/Interpreter Availability,Health Plan Customer Service,1,2719,2473,90.95,4
H1234-001,Horizon Value MA Plan (H1234-001),2023Q1,Call Center - TTY/Interpreter Availability,Health Plan Customer Service,1,2910,2670,91.75,4
H1234-001,Horizon Value MA Plan (H1234-001),2023Q2,Call Center - TTY/Interpreter Availability,Health Plan Customer Service,1,2775,2606,93.91,4
H1234-001,Horizon Value MA Plan (H1234-001),2023Q3,Call Center - TTY/Interpreter Availability,Health Plan Customer Service,1,2884,2719,94.29,4
H1234-001,Horizon Value MA Plan (H1234-001),2023Q4,Call Center - TTY/Interpreter Availability,Health Plan Customer Service,1,2741,2558,93.33,4
